Name	Brewery	Style	ABV	IBU	Location	Brewery_Website	Out_of_Production
Montagnarde Altitude 6	Brasserie de l’Abbaye des Rocs	Blonde ale	6.0	N/A	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	No longer in production
Brune	Brasserie de l’Abbaye des Rocs	Donker	9.0	30.0	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	Available
Seaking Blond	Huisbier	Blond	6.5	N/A	Klemskerke	https://www.huisbier.be/nl/	Available
Montagnarde	Brasserie de l’Abbaye des Rocs	Sterke ale amber	9.0	N/A	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	No longer in production
Achel Blond 8	De Achelse Kluis - Achel	Sterke ale blond	8.0	20.0	HAMONT-ACHEL	https://achelsekluis.org/nl	No longer in production
Blanche des Honnelles	Brasserie de l’Abbaye des Rocs	Witbier	6.0	N/A	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	Available
Smisje Bananenbier	Smisje	Fruitbier banaan	6.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Smisje Dubbel	Smisje	Dubbel abdij	9.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Smisje Dubbel Dadel	Smisje	Dubbel abdij	9.0	N/A	Oudenaarde	https://smisje.wordpress.com/	
Smisje Honingbier	Smisje	Honingbier	6.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Smisje Kerst	Smisje	Sterke ale donker	11.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Smisje Tripel	Smisje	Tripel	9.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
't Zelfde	Bosteels	Blonde ale	6.1	N/A	Buggenhout	https://bosteelsbrewery.com/	No longer in production
621	Authentique	Dubbel	7.0	27.0	Blaton	https://www.authentiquebrasserie.be/	No longer in production
Seaking Bruin	Huisbier	Donker	8.5	N/A	Klemskerke	https://www.huisbier.be/nl/	Available
Seaking Tripel	Huisbier	Tripel	8.5	N/A	Klemskerke	https://www.huisbier.be/nl/	Available
Bistro Zee Zee	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	Available
Aarschotse Bruine	Aarschot	Rood bruin	4.0	N/A	Aarschot	https://www.hetgasthuis.be/stadsbrouwerij	No longer in production
Val de Sambre 6 (Ambrée)	Brasserie Taverne de l'Abbaye d'Aulne/Val de Sambre	Donkere ale	6.0	N/A	GOZEE	https://brasserietaverneada.be/	
Blonde des Peres sur lie	Brasserie Taverne de l'Abbaye d'Aulne/Val de Sambre	Blonde ale	6.0	20.0	GOZEE	https://brasserietaverneada.be/	Available
Brune des Peres sur lie	Brasserie Taverne de l'Abbaye d'Aulne/Val de Sambre	Dubbel	6.0	N/A	GOZEE	https://brasserietaverneada.be/	No longer in production
Kruidig Blondje	Huisbier	Blond	6.5	N/A	Klemskerke	https://www.huisbier.be/nl/	Available
Jubbles	De Graal	Witbier	8.5	60.0	Brakel	https://degraal.be/	No longer in production
Super Noel	Brasserie Taverne de l'Abbaye d'Aulne/Val de Sambre	Sterke ale donker	9.0	40.0	GOZEE	https://brasserietaverneada.be/	No longer in production
Triple Blonde sur lie	Brasserie Taverne de l'Abbaye d'Aulne/Val de Sambre	Tripel	9.0	N/A	GOZEE	https://brasserietaverneada.be/	No longer in production
Triple Brune sur lie	Brasserie Taverne de l'Abbaye d'Aulne/Val de Sambre	Tripel	8.0	N/A	GOZEE	https://brasserietaverneada.be/	No longer in production
Spéciale Noël	Brasserie de l’Abbaye des Rocs	Donker	9.0	N/A	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	Available
Abdij Dendermonde Tripel	De Block	Tripel	8.0	N/A	Merchtem-Peisegem	https://www.brewerydeblock.com/nl/	Available
Achel Bruin 8	De Achelse Kluis - Achel	Sterke ale donker	8.0	24.0	HAMONT-ACHEL	https://achelsekluis.org/nl	No longer in production
Achel Blond Extra 9.5	De Achelse Kluis - Achel	Tripel	9.5	N/A	HAMONT-ACHEL	https://achelsekluis.org/nl	
Adelardus Dubbel	Kerkom	Dubbel	7.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	Available
Adelardus Tripel	Kerkom	Tripel	9.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Adler	Haacht	Pils	5.0	40.0	Boortmeerbeek	https://haacht.com/nl-BE	No longer in production
Adriaen Brouwer	Roman	Rood bruin	5.0	N/A	Oudenaarde	https://www.roman.be/nl	No longer in production
Affligem Blond	Affligem	Blonde ale	6.8	24.0	Opwijk	https://www.affligembeer.com/be/nl/homepage	Available
Affligem Dubbel	Affligem	Dubbel	6.8	17.0	Opwijk	https://www.affligembeer.com/be/nl/homepage	Available
Affligem Tripel	Affligem	Tripel	9.5	N/A	Opwijk	https://www.affligembeer.com/be/nl/homepage	Available
Akila Export	Alken-Maes	Pils	4.0	N/A	Alken	https://www.alken-maes.be/	No longer in production
Akila Pils	Alken-Maes	Pils	5.0	N/A	Alken	https://www.alken-maes.be/	No longer in production
Alvinne Blond	Alvinne	Blonde ale	6.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	No longer in production
Mussebier	De Graal	blond	6.0	30.0	Brakel	https://degraal.be/	Available
Alvinne Bruin	Alvinne	Donkere ale	7.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	No longer in production
Alvinne Extra Blond	Alvinne	Blonde ale	7.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	No longer in production
Ambiorix Dubbel Ongefilterd	Slaghmuylder	Dubbel	8.0	N/A	Ninove	http://www.witkap.be	
Ambrel	Huyghe	Amber ale	6.2	N/A	Melle	https://www.delirium.be/nl	No longer in production
Antoon	De Koninck	Blonde ale	6.0	N/A	Antwerpen	https://www.dekoninck.be/	No longer in production
Arabier	De Dolle Brouwers	Sterke ale blond	8.0	25.0	Esen-Diksmuide	https://www.oerbier.be/	No longer in production
Artevelde	Huyghe	Amber ale	5.7	N/A	Melle	https://www.delirium.be/nl	Available
Artevelde Grand Cru	Huyghe	Amber ale	7.3	N/A	Melle	https://www.delirium.be/nl	Available
Augustijn blond	Van Steenberge	Blond	7.5	21.0	Ertvelde	https://www.vansteenberge.com/nl	No longer in production
Augustijn Grand Cru	Van Steenberge	Sterke ale blond	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	No longer in production
Babbelaar	Proefbrouwerij	Blond	6.5	N/A	Lochristi	http://www.proefbrouwerij.com	Available
Bloody Cowboy	De Graal	Donker	6.8	N/A	Brakel	https://degraal.be/	Available
Balthazar	Alvinne	Donker	9.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	No longer in production
BullsEye	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	No longer in production
Vibb Kartuizers	VIBB	Tripel	9.0	N/A	Ninove	https://vibb.be/	No longer in production
VIBB Prior	VIBB	Tripel	9.0	N/A	Ninove	https://vibb.be/	Available
VIBB Blond	VIBB	Blond	5.5	N/A	Ninove	https://vibb.be/	Available
Bavik Pony-Stout	De Brabandere - voorheen Bavik	Stout	5.0	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Bavik Premium Export	De Brabandere - voorheen Bavik	Pils	5.0	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Bavik Premium Pils	De Brabandere - voorheen Bavik	Pils	5.2	22.0	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Bavik Triple Bock	De Brabandere - voorheen Bavik	Tripel	3.0	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Tournee Beaurinoise	Caracole	Blonde ale	7.0	N/A	Falmignoul	https://www.brasseriecaracole.be/	Available
Beersel Bio	3 Fonteinen	Ale	7.0	N/A	Lot (Beersel)	https://www.3fonteinen.be/nl/	No longer in production
Beersel Blond	3 Fonteinen	Blond	7.0	20.0	Lot (Beersel)	https://www.3fonteinen.be/nl/	No longer in production
Beersel Tarwe	3 Fonteinen	Witbier	6.0	N/A	Lot (Beersel)	https://www.3fonteinen.be/nl/	No longer in production
VIBB Bio	VIBB	Blond	6.5	N/A	Ninove	https://vibb.be/	Available
Bel Pils	Duvel Moortgat	Pils	5.3	N/A	Breendonk-Puurs	https://www.duvel.com/	No longer in production
Big Chouffe	Achouffe	Sterke ale	8.0	20.0	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	No longer in production
La Chouffe	Achouffe	Sterke ale	8.0	20.0	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	Available
Le Tarzan Flamand	Uncharted Brew Co	IPA	8.2	N/A	Antwerpen	https://www.unchartedbrewco.be/	Available
Preutekoeler	De Graal	Kriek	6.9	N/A	Brakel	https://degraal.be/	Available
't Jefke	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	Available
Ne Janneman	Kerkom	Donker	7.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	Available
la Vieille Salme	Detrembleur SPRL	Sterke ale	8.3	34.0	Grand-Halleux	http://www.lavieillesalme.com/fr/brasserie-277	No longer in production
Chouffe-bok 6666	Achouffe	Bokbier	6.5	19.0	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	No longer in production
N'Ice Chouffe	Achouffe	Sterke ale	10.0	25.0	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	No longer in production
Alken Faro	Alken-Maes	Faro	1.0	N/A	Alken	https://www.alken-maes.be/	Available
Milleneir Baarle Nassau - Baarle Hertog	Achouffe	Strong Golden Ale	8.5	N/A	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	No longer in production
Anglo pils	Alken-Maes	Pils	4.0	N/A	Alken	https://www.alken-maes.be/	Available
La Rhétorique	Monalixa	Amber	9.2	27.0	Roclenge-Sur-Geer	http://monalixa.be/	Available
't Muzikantje	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	Available
Cristal Alken	Alken-Maes	Pils	4.7	28.0	Alken	https://www.alken-maes.be/	No longer in production
'T Wiske	De Graal	Donker	6.5	N/A	Brakel	https://degraal.be/	Available
Afschuimer	De Graal	Donker	9.0	N/A	Brakel	https://degraal.be/	
Arvaria Blond Hop	De Graal	Blond	7.5	N/A	Brakel	https://degraal.be/	Available
Zulte	Alken-Maes	Rood bruin	4.7	N/A	Alken	https://www.alken-maes.be/	No longer in production
Reinaert amber	Proefbrouwerij	Amber ale	7.0	N/A	Lochristi	http://www.proefbrouwerij.com	Available
Reinaert tripel	Proefbrouwerij	Tripel	9.0	35.0	Lochristi	http://www.proefbrouwerij.com	Available
Gouden Carolus Classic	Het Anker	Sterke ale	8.5	16.0	Mechelen	https://www.hetanker.be/nl	No longer in production
B.Less	De Graal	Blond	4.5	N/A	Brakel	https://degraal.be/	Available
Mechelschen bruynen	Het Anker	Ale	6.0	30.0	Mechelen	https://www.hetanker.be/nl	No longer in production
L'Aldegonde brune	Artisans Brasseurs/Brasserie Mibrana	Donker	7.5	N/A	Namen	N/A	No longer in production
L'Aldegonde blonde	Artisans Brasseurs/Brasserie Mibrana	Blond	7.5	N/A	Namen	N/A	No longer in production
Marlagne blanche	Artisans Brasseurs/Brasserie Mibrana	Witbier	5.5	N/A	Namen	N/A	No longer in production
Belzebubs Bulldozer	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	Available
Bass pale ale	AB InBev	Ale	5.2	49.0	Leuven	https://www.stellaartois.com/	No longer in production
Bergenbrau	AB InBev	Pils	5.0	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Centric Blond	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	Available
C.T.S. Scotch	AB InBev	Scotch	7.2	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Campbell's scotch	AB InBev	Scotch	7.7	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Centric Tripel	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	Available
Ninoofse Col Blond	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	Available
Ginder ale	AB InBev	Ale	5.1	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Drapo	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	No longer in production
La Victoire	Monalixa	Rye Beer	6.1	20.0	Roclenge-Sur-Geer	http://monalixa.be/	Available
Horse ale	AB InBev	Belgian Ale - Pale / Golden	5.0	98.0	Leuven	https://www.stellaartois.com/	No longer in production
Julius	Hoegaarden	Reinaert amber	8.8	72.0	Hoegaarden	https://hoegaarden.com/	No longer in production
Léon Dégustation	Monalixa	Pale Ale	7.15	18.0	Roclenge-Sur-Geer	http://monalixa.be/	Available
Erman	De Graal	Donker	6.5	N/A	Brakel	https://degraal.be/	No longer in production
Graaf Lodewijk Van Loon	De Graal	Fruitbier	6.0	N/A	Brakel	https://degraal.be/	Available
Lamot pilsor	Lamot - gestopt in 2000	Pils	4.8	N/A	Mechelen	N/A	No longer in production
Loburg	AB InBev	Pils	5.7	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Piedboeuf blond	Brasserie Piedboeuf	Blond	1.1	N/A	Jupille-sur-Meuse	https://jupiler.be/nl	Available
Piedboeuf brune	Brasserie Piedboeuf	Donker	1.5	N/A	Jupille-sur-Meuse	https://jupiler.be/nl	
Safir	AB InBev	Pils	5.2	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Lerareling Bruin	De Graal	Donker	8.5	N/A	Brakel	https://degraal.be/	
Minnewoater	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	
Stella Artois	AB InBev	Pils	5.2	24.0	Leuven	https://www.stellaartois.com/	Available
Nachtoileken	De Graal	Amber	6.8	N/A	Brakel	https://degraal.be/	No longer in production
Stella Artois light	AB InBev	Laagalcoholisch blond	3.4	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Stella Artois NA	AB InBev	Laagalcoholisch blond	0.05	20.0	Leuven	https://www.stellaartois.com/	Available
Supra pils	Dendria - gestopt in 1963	Pils	5.0	N/A	Onkerzele	N/A	No longer in production
Opstal	De Graal	Strong Golden Ale	8.5	29.0	Brakel	https://degraal.be/	Available
Vieux Temps	AB InBev	Amber ale	5.5	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Whitbread extra stout	AB InBev	Stout	5.1	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Whitbread pale ale	AB InBev	Pale ale	5.7	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Wiel's	AB InBev	Pils	5.0	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Campbell's christmas	AB InBev	Scotch	8.3	N/A	Leuven	https://www.stellaartois.com/	No longer in production
Oud-Hansbeeks Blondje	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	
Bavik Dinner beer blond	De Brabandere - voorheen Bavik	Blond	1.5	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Bavik Dinner beer faro	De Brabandere - voorheen Bavik	Faro	1.5	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Export	De Brabandere - voorheen Bavik	Pils	4.5	29.0	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Saint-Sylvain	De Graal	Donker	6.0	N/A	Brakel	https://degraal.be/	
Sjotbiker	De Graal	Blond	6.8	70.0	Brakel	https://degraal.be/	Available
Stravvn Dries	De Graal	Blond	9.0	N/A	Brakel	https://degraal.be/	Available
Surprise Kriek	De Graal	Kriek	6.5	N/A	Brakel	https://degraal.be/	Available
Bavik Witbier	De Brabandere - voorheen Bavik	Witbier	5.0	11.0	Bavikhove	https://www.brouwerijdebrabandere.be/nl	No longer in production
Fancy	De Brabandere - voorheen Bavik	Laagalcoholisch	1.0	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Goldburg	De Brabandere - voorheen Bavik	Pils	5.2	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	No longer in production
Petrus triple	De Brabandere - voorheen Bavik	Tripel	7.5	26.0	Bavikhove	https://www.brouwerijdebrabandere.be/nl	No longer in production
Petrus speciale	De Brabandere - voorheen Bavik	Ale	5.5	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	No longer in production
Hof Wijmenier	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	Available
Tarcis	De Graal	Blond	6.0	N/A	Brakel	https://degraal.be/	Available
La Becasse framboise	Belle-Vue	Fruitbier	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	Available
La Becasse Gueuze lambic	Belle-Vue	Gueuze	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	Available
La Becasse kriek extra	Belle-Vue	Fruitbier	4.3	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	
Belle-Vue framboise	Belle-Vue	Fruitbier frambozen	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Belle-Vue Gueuze	Belle-Vue	Gueuze	5.2	5.0	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Belle-Vue kriek	Belle-Vue	Fruitbier krieken	5.2	10.0	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Belle-Vue kriek LA	Belle-Vue	Fruitbier krieken	1.2	10.0	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Belle-Vue Selection Lambic	Belle-Vue	Lambik	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Dekoninck Gueuze	Boon	Gueuze	6.0	N/A	Lembeek	https://www.boon.be/	No longer in production
Dekoninck kriek	Boon	Fruitbier krieken	5.0	N/A	Lembeek	https://www.boon.be/	No longer in production
Vesbier	De Graal	Blond	7.0	35.0	Brakel	https://degraal.be/	Available
De Neve gueuze	Belle-Vue	Gueuze	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Geronimo Grape Ale	HopHemel	Grape ale	6.8	25.0	Hasselt	https://hophemel.be	Available
De Neve kriek	Belle-Vue	Fruitbier krieken	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
Zot van Brakel	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	Available
Belle-Vue Kriek Primeur	Belle-Vue	Fruitbier krieken	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	No longer in production
La Becasse kriek lambik	Belle-Vue	Fruitbier krieken	5.2	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	Available
Krukker	De Boeretang GCV	Blond	7.3	N/A	Malle	http://brouwerijdeboeretang.be	
Belle-Vue kriekenlambik	Belle-Vue	Fruitbier krieken	5.0	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	
Belle-Vue oude lambik	Belle-Vue	Lambik	5.0	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	
Bel'chic	La Binchoise	Tripel	10.0	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	No longer in production
Hellekapelle	De Bie	Ale	5.0	28.0	Wakken	https://www.brouwerijdebie.be/	Available
Helleketelbier	De Bie	Ale	7.0	N/A	Wakken	https://www.brouwerijdebie.be/	
Zatte Bie	De Bie	Sterke ale	9.0	22.0	Wakken	https://www.brouwerijdebie.be/	No longer in production
La Bruyere blonde	La Binchoise	Blond	6.8	25.0	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	Available
La Bruyere brune	La Binchoise	Donker	8.7	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	No longer in production
Billie Vanillie	Gistgeest	Strong Dark Ale	10.0	25.0	Deurne	https://www.gistgeest.be	Available
Hoppy Ending	Gistgeest	IPA	7.0	N/A	Deurne	https://www.gistgeest.be	No longer in production
Ijssalon Bianca	Gistgeest	Stout	7.0	20.0	Deurne	https://www.gistgeest.be	Available
Nonkel Hoop	Gistgeest	IPA	6.5	65.0	Deurne	https://www.gistgeest.be	Available
Jesus Kveik Superstar	Gistgeest	IPA	7.5	70.0	Deurne	https://www.gistgeest.be	Available
RelaTiny	Gistgeest	Porter	8.0	60.0	Deurne	https://www.gistgeest.be	Available
Fakir	La Binchoise	Ale	6.8	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	No longer in production
Singing in the Rye	Gistgeest	IPA	6.5	40.0	Deurne	https://www.gistgeest.be	Available
Weiss Weiss Baby	Gistgeest	Witbier	4.6	22.0	Deurne	https://www.gistgeest.be	Available
La Malognarde blonde	La Binchoise	Blond	8.5	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	
La Malognarde brune	La Binchoise	Donker	8.0	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	
Beetnik	Gistgeest	Stout	6.5	20.0	Deurne	https://www.gistgeest.be	No longer in production
Bitte Ein Biet	Gistgeest	Saison	6.5	30.0	Deurne	https://www.gistgeest.be	No longer in production
Blok Saison	Gistgeest	Saison	7.5	N/A	Deurne	https://www.gistgeest.be	No longer in production
La St. Quirin blonde	Bouillon	Blond	6.0	N/A	Sensenruth	https://wallux.com/brasserie-de-bouillon	
La St. Quirin brune	Bouillon	Donker	8.0	N/A	Sensenruth	https://wallux.com/brasserie-de-bouillon	
Blok IPA Bier	Gistgeest	IPA	N/A		Deurne	https://www.gistgeest.be	
Biere de Paques	La Binchoise	Ale	7.0	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	No longer in production
Dark Saison	Gistgeest	Saison	7.0	N/A	Deurne	https://www.gistgeest.be	No longer in production
Don't Mention the War	Gistgeest	IPA	7.0	N/A	Deurne	https://www.gistgeest.be	No longer in production
Dorstvoeding	Gistgeest	Tripel	8.5	30.0	Deurne	https://www.gistgeest.be	Available
Black Ghost	Fantome	Sterke ale	8.0	N/A	Soy	http://www.fantome.be	No longer in production
Brise-Bonbons	Fantome	Saison	8.0	N/A	Soy	http://www.fantome.be	No longer in production
Fantome Saison	Fantome	Saison	8.0	N/A	Soy	http://www.fantome.be	Available
Magic Ghost	Fantome	Sterke ale	8.0	N/A	Soy	http://www.fantome.be	Available
Chimay Tripel	L'Abbaye N.D. de Scourmont - Chimay	Tripel	8.0	38.0	Baileux	https://chimay.com/	No longer in production
Chimay Rood	L'Abbaye N.D. de Scourmont - Chimay	Dubbel abdij	7.0	19.0	Baileux	https://chimay.com/	No longer in production
Chimay Blauw	L'Abbaye N.D. de Scourmont - Chimay	Sterke ale	9.0	35.0	Baileux	https://chimay.com/	No longer in production
Chimay  Dorée	L'Abbaye N.D. de Scourmont - Chimay	Ale	4.8	18.0	Baileux	https://chimay.com/	No longer in production
Rochefort 8	Abbaye Saint-Rémy - Rochefort	Sterke ale	9.2	22.0	Rochefort	http://www.abbaye-rochefort.be/index.php?option=com_content&view=article&id=88⟨=nl	No longer in production
Rochefort 6	Abbaye Saint-Rémy - Rochefort	Sterke ale	7.5	35.0	Rochefort	http://www.abbaye-rochefort.be/index.php?option=com_content&view=article&id=88⟨=nl	No longer in production
Rochefort 10	Abbaye Saint-Rémy - Rochefort	Quadrupel	11.3	27.0	Rochefort	http://www.abbaye-rochefort.be/index.php?option=com_content&view=article&id=88⟨=nl	No longer in production
Westmalle dubbel	Westmalle	Dubbel abdij	7.0	30.0	Westmalle	https://www.trappistwestmalle.be/nl	No longer in production
Westmalle Tripel	Westmalle	Tripel	9.5	40.0	Westmalle	https://www.trappistwestmalle.be/nl	Available
Westvleteren Blond	Abdij Sint-Sixtus Westvleteren	Blonde ale	5.8	41.0	Westvleteren	https://www.trappistwestvleteren.be/nl	No longer in production
Westvleteren 8	Abdij Sint-Sixtus Westvleteren	Sterke ale donker	8.0	35.0	Westvleteren	https://www.trappistwestvleteren.be/nl	No longer in production
Westvleteren 12	Abdij Sint-Sixtus Westvleteren	Quadrupel	10.2	38.0	Westvleteren	https://www.trappistwestvleteren.be/nl	No longer in production
Chouffe, Biere de Mars	Achouffe	Seizoensbier	7.5	N/A	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	No longer in production
Chouffe, Biere du soleil	Achouffe	Seizoensbier	4.5	N/A	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	No longer in production
Anker Blond	Het Anker	Blond	6.5	17.0	Mechelen	https://www.hetanker.be/nl	No longer in production
Boscoli	Het Anker	Fruitbier	6.5	11.0	Mechelen	https://www.hetanker.be/nl	Available
Blusser	Het Anker	Pils	5.4	30.0	Mechelen	https://www.hetanker.be/nl	No longer in production
Gouden Carolus Imperial Dark	Het Anker	Sterke ale donker	11.0	15.0	Mechelen	https://www.hetanker.be/nl	No longer in production
Gouden Carolus Christmas	Het Anker	Sterke ale	10.0	17.0	Mechelen	https://www.hetanker.be/nl	Available
Gouden Carolus Tripel	Het Anker	Tripel	9.0	22.0	Mechelen	https://www.hetanker.be/nl	Available
Biere du Boucanier Bonde	Icobes	Sterke ale	11.0	30.0	Evergem	https://www.biereduboucanier.be	Available
Bink blond	Kerkom	Blond	5.5	30.0	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Bink bruin	Kerkom	Ale	5.5	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	Available
Aonjaoger	Kerkom	Ale	6.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	
Boecht van den Afgrond (tot 2008)	Kerkom	Ale	7.2	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	
Eliske	Kerkom	Ale	7.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Winterkoninkske	Kerkom	Sterke ale donker	8.3	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Nutty By Nature	Gistgeest	Stout	10.5	24.0	Deurne	https://www.gistgeest.be	Available
Rabarbarella	Gistgeest	Saison	7.0	27.0	Deurne	https://www.gistgeest.be	Available
Kriek 3 fonteinen	3 Fonteinen	Fruitbier krieken	5.0	N/A	Lot (Beersel)	https://www.3fonteinen.be/nl/	No longer in production
Oude geuze	3 Fonteinen	Gueuze	6.0	22.0	Lot (Beersel)	https://www.3fonteinen.be/nl/	Available
Nounnette	Brasserie de l’Abbaye des Rocs	Tripel	7.5	75.0	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	No longer in production
Nuits Blanches	Brasserie de l’Abbaye des Rocs	Fruitbier	7.5	14.0	MONTIGNIES-SUR-ROC	http://www.abbaye-des-rocs.com/	No longer in production
La Cervoise de Franchimont	Abbaye de Val-Dieu	Dubbel abdij	6.0	N/A	Aubel	https://www.abbaye-du-val-dieu.be/nl/de-brouwerij/	Available
La Merveilleuse de Chevremont Blond	Abbaye de Val-Dieu	Sterke ale	7.5	N/A	Aubel	https://www.abbaye-du-val-dieu.be/nl/de-brouwerij/	Available
Val-Dieu Blonde	Abbaye de Val-Dieu	Blonde ale	6.0	18.0	Aubel	https://www.abbaye-du-val-dieu.be/nl/de-brouwerij/	No longer in production
Val-Dieu Brune	Abbaye de Val-Dieu	Dubbel abdij	8.0	19.0	Aubel	https://www.abbaye-du-val-dieu.be/nl/de-brouwerij/	No longer in production
Val-Dieu Biere de Noel	Abbaye de Val-Dieu	Sterke ale donker	7.0	18.0	Aubel	https://www.abbaye-du-val-dieu.be/nl/de-brouwerij/	No longer in production
Val-Dieu Triple	Abbaye de Val-Dieu	Tripel	9.0	20.0	Aubel	https://www.abbaye-du-val-dieu.be/nl/de-brouwerij/	No longer in production
Serafijn Blond	Pirlot	Blonde ale	6.2	N/A	Zandhoven	https://www.brouwerijpirlot.be/	Available
Serafijn Donker	Pirlot	Sterke ale donker	8.0	N/A	Zandhoven	https://www.brouwerijpirlot.be/	No longer in production
Serafijn kerstlicht	Pirlot	Blond seizoensbier	7.0	N/A	Zandhoven	https://www.brouwerijpirlot.be/	No longer in production
Serafijn Licht	Pirlot	Witbier	6.2	N/A	Zandhoven	https://www.brouwerijpirlot.be/	Available
